director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,Action Adventure Family Fantasy the last airbender Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible iii,Action Adventure Thriller mission: impossible iii Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house down,Action Drama Thriller white house down Channing Tatum Jake Weber Matt Craven Roland Emmerich
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,Action Adventure Animation Comedy Family Sci-Fi mars needs moms Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed away,Adventure Animation Comedy Family flushed away Hugh Jackman Kate Winslet David Suchet David Bowers
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,Adventure Animation Comedy Family Sci-Fi mr. peabody & sherman Ty Burrell Zach Callison Karan Brar Rob Minkoff
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,Adventure troy Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,Adventure Animation Comedy Family madagascar 3: europe's most wanted Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,Action Adventure Thriller die another day Toby Stephens Colin Salmon Rick Yune Lee Tamahori
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,Action Adventure Sci-Fi Thriller armageddon Bruce Willis Steve Buscemi Will Patton Michael Bay
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Action Adventure Comedy Family Fantasy Mystery Sci-Fi men in black ii Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,Action Adventure Animation Fantasy beowulf Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,Action Adventure Animation Comedy Family kung fu panda 3 J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,Action Adventure Thriller mission: impossible - ghost protocol Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Adventure Animation Family Fantasy rise of the guardians Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,Comedy Crime fun with dick and jane John Michael Higgins Richard Burgi David Herman Dean Parisot
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,Action Drama History War the last samurai Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,Action Adventure Sci-Fi star trek Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,Action Adventure Fantasy Romance spider-man J.K. Simmons James Franco Kirsten Dunst Sam Raimi
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Action Adventure Animation Comedy Family Fantasy how to train your dragon 2 Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Action Adventure Fantasy gods of egypt Gerard Butler Elodie Yung Bryan Brown Alex Proyas
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Action Adventure Sci-Fi Thriller stealth Sam Shepard Joe Morton Richard Roxburgh Rob Cohen
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Action Drama Mystery Sci-Fi watchmen Matt Frewer Billy Crudup Stephen McHattie Zack Snyder
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Action Crime Thriller lethal weapon 4 Jet Li Rene Russo Darlene Love Richard Donner
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Action Sci-Fi hulk Kevin Rankin Regi Davis Celia Weston Ang Lee
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Action Adventure Sci-Fi Thriller g.i. joe: retaliation Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Action Adventure Animation Fantasy Romance Sci-Fi final fantasy: the spirits within Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Action Adventure Sci-Fi captain america: the first avenger Chris Evans Dominic Cooper Hayley Atwell Joe Johnston
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Action Adventure Thriller the world is not enough Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,Action Adventure Drama History War master and commander: the far side of the world James D'Arcy Lee Ingleby David Threlfall Peter Weir
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,Animation Comedy Family Musical happy feet 2 Robin Williams Brad Pitt Common George Miller
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Action Adventure Sci-Fi the incredible hulk Ty Burrell Peter Mensah William Hurt Louis Leterrier
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Adventure Family Fantasy the bfg Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Adventure Drama Thriller Western the revenant Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Adventure Animation Comedy Family Sport turbo Ryan Reynolds Snoop Dogg Ben Schwartz David Soren
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Adventure Animation Comedy Family Western rango Johnny Depp Ray Winstone Stephen Root Gore Verbinski
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Adventure Animation Comedy Family penguins of madagascar Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Action Mystery Thriller the bourne ultimatum Matt Damon Edgar Ramírez Albert Finney Paul Greengrass
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Action Adventure Animation Comedy Family kung fu panda Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Action Adventure Comedy Sci-Fi ant-man Judy Greer Hayley Atwell T.I. Peyton Reed
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Adventure Sci-Fi Thriller the hunger games: catching fire Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Adventure Drama Fantasy Romance the twilight saga: breaking dawn - part 2 Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Adventure Sci-Fi Thriller war of the worlds Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Action Comedy Crime Thriller bad boys ii Will Smith Henry Rollins Jordi Mollà Michael Bay
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Action Adventure Animation Comedy Family Fantasy puss in boots Salma Hayek Constance Marie Amy Sedaris Chris Miller
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Action Crime Mystery Thriller salt Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Action Adventure Drama noah Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Action Adventure Family Mystery the adventures of tintin Toby Jones Mackenzie Crook Tony Curran Steven Spielberg
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Adventure Family Fantasy Mystery harry potter and the prisoner of azkaban Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Adventure Drama Romance War australia Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Action Adventure Sci-Fi after earth Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Adventure Animation Family Thriller dinosaur Alfre Woodard D.B. Sweeney Della Reese Eric Leighton
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Action Fantasy harry potter and the deathly hallows: part ii Rupert Grint Dave Legeno Ralph Ineson Matt Birch
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Adventure Comedy Family Fantasy night at the museum: secret of the tomb Robin Williams Rami Malek Steve Coogan Shawn Levy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,Action Animation Comedy Family Sci-Fi megamind J.K. Simmons Brad Pitt Will Ferrell Tom McGrath
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Adventure Family Fantasy harry potter and the sorcerer's stone Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Action Comedy Fantasy r.i.p.d. Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Action Adventure Drama Horror Sci-Fi godzilla resurgence Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Action Adventure Fantasy pirates of the caribbean: the curse of the black pearl Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Fantasy harry potter and the deathly hallows: part i Rupert Grint Toby Jones Alfred Enoch Matt Birch
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Adventure Sci-Fi Thriller the hunger games: mockingjay - part 1 Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Mystery Thriller the da vinci code Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Adventure Animation Comedy Family Musical rio 2 Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Action Adventure Fantasy Sci-Fi Thriller x-men 2 Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Action Crime Thriller fast five Paul Walker Vin Diesel Dwayne Johnson Justin Lin
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Action Adventure Crime Mystery Thriller sherlock holmes: a game of shadows Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Action Adventure History the 13th warrior Tony Curran Vladimir Kulich Clive Russell John McTiernan
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Action Adventure Thriller the bourne legacy Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Action batman & robin Michael Gough Vivica A. Fox John Glover Joel Schumacher
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Comedy Family Fantasy how the grinch stole christmas Clint Howard T.J. Thyne Molly Shannon Ron Howard
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Action Adventure Sci-Fi Thriller the day after tomorrow Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Action Adventure Thriller mission: impossible ii Tom Cruise Dougray Scott Richard Roxburgh John Woo
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Action Adventure Drama Thriller the perfect storm Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Action Adventure Sci-Fi Thriller fantastic 4: rise of the silver surfer Chris Evans Ioan Gruffudd Andre Braugher Tim Story
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Adventure Drama Fantasy life of pi Suraj Sharma Rafe Spall Tabu Ang Lee
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Action Fantasy Thriller ghost rider Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Action Thriller jason bourne Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Action Adventure Comedy Crime charlie's angels: full throttle Demi Moore Bernie Mac Justin Theroux McG
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Adventure Mystery Sci-Fi prometheus Michael Fassbender Charlize Theron Sean Harris Ridley Scott
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Adventure Animation Comedy Family Fantasy stuart little 2 Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Action Drama Sci-Fi Thriller elysium Matt Damon Sharlto Copley Alice Braga Neill Blomkamp
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Action Adventure Sci-Fi Thriller the chronicles of riddick Vin Diesel Alexa Davalos Christina Cox David Twohy
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Action Family Sport speed racer Scott Porter Kick Gurry Nicholas Elia Lana Wachowski
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,Comedy Drama Romance how do you know Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,Action Comedy Romance knight and day Tom Cruise Marc Blucas Jordi Mollà James Mangold
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,Action Adventure Mystery Sci-Fi oblivion Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Action Adventure Fantasy Sci-Fi star wars: episode iii - revenge of the sith Natalie Portman Christopher Lee Hayden Christensen George Lucas
